Code,Date,Healthcare specialisation,Minor distancing and hygiene measures,Phone line,Mask wearing,Asymptomatic contact isolation,Lockdown and cancel
CA,2020-01-26 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
TW,2020-01-26 00:00:00+00:00,0.0,0.08333333333333333,0.0,0.05,0.0,0.0
CZ,2020-01-26 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
AU,2020-01-26 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
RO,2020-01-26 00:00:00+00:00,0.14285714285714285,0.0,0.0,0.05,0.0,0.0
FR,2020-01-26 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
ES,2020-01-26 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
BE,2020-01-26 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
LU,2020-01-26 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
DK,2020-01-26 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
EE,2020-01-26 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
NL,2020-01-26 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
IE,2020-01-26 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
SK,2020-01-26 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
CH,2020-01-26 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
RU,2020-01-26 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
ZA,2020-01-26 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
BR,2020-01-26 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
DE,2020-01-27 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
GB,2020-01-27 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
KR,2020-01-27 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
SG,2020-01-27 00:00:00+00:00,0.14285714285714285,0.0,0.0,0.05,1.0,0.0
JP,2020-01-27 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
SE,2020-01-27 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
CA,2020-01-27 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
TW,2020-01-27 00:00:00+00:00,0.0,0.08333333333333333,0.0,0.05,0.0,0.0
CZ,2020-01-27 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
AU,2020-01-27 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
RO,2020-01-27 00:00:00+00:00,0.14285714285714285,0.0,0.0,0.05,0.0,0.0
FR,2020-01-27 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
ES,2020-01-27 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
BE,2020-01-27 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
LU,2020-01-27 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
DK,2020-01-27 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
EE,2020-01-27 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
NL,2020-01-27 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
IE,2020-01-27 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
SK,2020-01-27 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
CH,2020-01-27 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
RU,2020-01-27 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
ZA,2020-01-27 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
BR,2020-01-27 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
DE,2020-01-28 00:00:00+00:00,0.0,0.08333333333333333,1.0,0.05,0.0,0.0
GB,2020-01-28 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
KR,2020-01-28 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
SG,2020-01-28 00:00:00+00:00,0.14285714285714285,0.0,0.0,0.05,1.0,0.0
JP,2020-01-28 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
SE,2020-01-28 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
CA,2020-01-28 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
TW,2020-01-28 00:00:00+00:00,0.0,0.08333333333333333,0.0,0.05,0.0,0.0
CZ,2020-01-28 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
AU,2020-01-28 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
RO,2020-01-28 00:00:00+00:00,0.14285714285714285,0.0,0.0,0.05,0.0,0.0
FR,2020-01-28 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
ES,2020-01-28 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
BE,2020-01-28 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
LU,2020-01-28 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
DK,2020-01-28 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
EE,2020-01-28 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
NL,2020-01-28 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
IE,2020-01-28 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
SK,2020-01-28 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
CH,2020-01-28 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
RU,2020-01-28 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
ZA,2020-01-28 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
BR,2020-01-28 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
DE,2020-01-29 00:00:00+00:00,0.0,0.08333333333333333,1.0,0.05,0.0,0.0
GB,2020-01-29 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
KR,2020-01-29 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
SG,2020-01-29 00:00:00+00:00,0.14285714285714285,0.0,0.0,0.05,1.0,0.0
JP,2020-01-29 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
SE,2020-01-29 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
CA,2020-01-29 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
TW,2020-01-29 00:00:00+00:00,0.0,0.08333333333333333,0.0,0.05,0.0,0.0
CZ,2020-01-29 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
AU,2020-01-29 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
RO,2020-01-29 00:00:00+00:00,0.14285714285714285,0.0,0.0,0.05,0.0,0.0
FR,2020-01-29 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
ES,2020-01-29 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
BE,2020-01-29 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
LU,2020-01-29 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
DK,2020-01-29 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
EE,2020-01-29 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
NL,2020-01-29 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
IE,2020-01-29 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
SK,2020-01-29 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
CH,2020-01-29 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
RU,2020-01-29 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
ZA,2020-01-29 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
BR,2020-01-29 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
DE,2020-01-30 00:00:00+00:00,0.0,0.08333333333333333,1.0,0.05,0.0,0.0
GB,2020-01-30 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
KR,2020-01-30 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
SG,2020-01-30 00:00:00+00:00,0.14285714285714285,0.0,0.0,0.05,1.0,0.0
JP,2020-01-30 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
SE,2020-01-30 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
CA,2020-01-30 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
TW,2020-01-30 00:00:00+00:00,0.0,0.08333333333333333,0.0,0.05,0.0,0.0
CZ,2020-01-30 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
AU,2020-01-30 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
RO,2020-01-30 00:00:00+00:00,0.14285714285714285,0.0,0.0,0.05,0.0,0.0
FR,2020-01-30 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
ES,2020-01-30 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
BE,2020-01-30 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
LU,2020-01-30 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
DK,2020-01-30 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
EE,2020-01-30 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
NL,2020-01-30 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
IE,2020-01-30 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
SK,2020-01-30 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
CH,2020-01-30 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
RU,2020-01-30 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
ZA,2020-01-30 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
BR,2020-01-30 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
DE,2020-01-31 00:00:00+00:00,0.0,0.08333333333333333,1.0,0.05,0.0,0.0
GB,2020-01-31 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
KR,2020-01-31 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
SG,2020-01-31 00:00:00+00:00,0.14285714285714285,0.0,0.0,0.05,1.0,0.0
JP,2020-01-31 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
SE,2020-01-31 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
CA,2020-01-31 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
TW,2020-01-31 00:00:00+00:00,0.0,0.08333333333333333,0.0,0.05,0.0,0.0
CZ,2020-01-31 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
AU,2020-01-31 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
RO,2020-01-31 00:00:00+00:00,0.14285714285714285,0.0,0.0,0.05,0.0,0.0
FR,2020-01-31 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
ES,2020-01-31 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
BE,2020-01-31 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
LU,2020-01-31 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
DK,2020-01-31 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
EE,2020-01-31 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
NL,2020-01-31 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
IE,2020-01-31 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
SK,2020-01-31 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
CH,2020-01-31 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
RU,2020-01-31 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
ZA,2020-01-31 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
BR,2020-01-31 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
DE,2020-02-01 00:00:00+00:00,0.0,0.08333333333333333,1.0,0.05,0.0,0.0
GB,2020-02-01 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
KR,2020-02-01 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
SG,2020-02-01 00:00:00+00:00,0.14285714285714285,0.0,0.0,0.05,1.0,0.0
JP,2020-02-01 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
SE,2020-02-01 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
CA,2020-02-01 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
TW,2020-02-01 00:00:00+00:00,0.0,0.08333333333333333,0.0,0.05,0.0,0.0
CZ,2020-02-01 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
AU,2020-02-01 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
RO,2020-02-01 00:00:00+00:00,0.14285714285714285,0.0,0.0,0.05,0.0,0.0
FR,2020-02-01 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
ES,2020-02-01 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
BE,2020-02-01 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
LU,2020-02-01 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
DK,2020-02-01 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
EE,2020-02-01 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
NL,2020-02-01 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
IE,2020-02-01 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
SK,2020-02-01 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
CH,2020-02-01 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
RU,2020-02-01 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
ZA,2020-02-01 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
BR,2020-02-01 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
DE,2020-02-02 00:00:00+00:00,0.0,0.08333333333333333,1.0,0.05,0.0,0.0
GB,2020-02-02 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
KR,2020-02-02 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
SG,2020-02-02 00:00:00+00:00,0.14285714285714285,0.0,0.0,0.05,1.0,0.05361208440245591
JP,2020-02-02 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
SE,2020-02-02 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
CA,2020-02-02 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
TW,2020-02-02 00:00:00+00:00,0.0,0.08333333333333333,0.0,0.05,0.0,0.25
CZ,2020-02-02 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
AU,2020-02-02 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
RO,2020-02-02 00:00:00+00:00,0.14285714285714285,0.0,0.0,0.05,0.0,0.0
FR,2020-02-02 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
ES,2020-02-02 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
BE,2020-02-02 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
LU,2020-02-02 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
DK,2020-02-02 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
EE,2020-02-02 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
NL,2020-02-02 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
IE,2020-02-02 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
SK,2020-02-02 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
CH,2020-02-02 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
RU,2020-02-02 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
ZA,2020-02-02 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
BR,2020-02-02 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
DE,2020-02-03 00:00:00+00:00,0.0,0.08333333333333333,1.0,0.05,0.0,0.0
GB,2020-02-03 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
KR,2020-02-03 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
SG,2020-02-03 00:00:00+00:00,0.14285714285714285,0.0,0.0,0.05,1.0,0.05361208440245591
JP,2020-02-03 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
SE,2020-02-03 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
CA,2020-02-03 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
TW,2020-02-03 00:00:00+00:00,0.0,0.08333333333333333,0.0,0.05,0.0,0.25
CZ,2020-02-03 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
AU,2020-02-03 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
RO,2020-02-03 00:00:00+00:00,0.14285714285714285,0.0,0.0,0.05,0.0,0.0
FR,2020-02-03 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
ES,2020-02-03 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
BE,2020-02-03 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
LU,2020-02-03 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
DK,2020-02-03 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
EE,2020-02-03 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
NL,2020-02-03 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
IE,2020-02-03 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
SK,2020-02-03 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
CH,2020-02-03 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
RU,2020-02-03 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
ZA,2020-02-03 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
BR,2020-02-03 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
DE,2020-02-04 00:00:00+00:00,0.0,0.08333333333333333,1.0,0.05,0.0,0.0
GB,2020-02-04 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
KR,2020-02-04 00:00:00+00:00,0.0,0.08333333333333333,0.0,0.05,0.0,0.0
SG,2020-02-04 00:00:00+00:00,0.14285714285714285,0.0,0.0,0.05,1.0,0.05361208440245591
JP,2020-02-04 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
SE,2020-02-04 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
CA,2020-02-04 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
TW,2020-02-04 00:00:00+00:00,0.0,0.08333333333333333,0.0,0.05,0.0,0.25
CZ,2020-02-04 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
AU,2020-02-04 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
RO,2020-02-04 00:00:00+00:00,0.14285714285714285,0.0,0.0,0.05,0.0,0.0
FR,2020-02-04 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
ES,2020-02-04 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
BE,2020-02-04 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
LU,2020-02-04 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
DK,2020-02-04 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
EE,2020-02-04 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
NL,2020-02-04 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
IE,2020-02-04 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
SK,2020-02-04 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
CH,2020-02-04 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
RU,2020-02-04 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
ZA,2020-02-04 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
BR,2020-02-04 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
DE,2020-02-05 00:00:00+00:00,0.0,0.08333333333333333,1.0,0.05,0.0,0.0
GB,2020-02-05 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
KR,2020-02-05 00:00:00+00:00,0.0,0.08333333333333333,0.0,0.05,0.0,0.0
SG,2020-02-05 00:00:00+00:00,0.14285714285714285,0.0,0.0,0.05,1.0,0.05361208440245591
JP,2020-02-05 00:00:00+00:00,0.0,0.0,0.0,0.05,1.0,0.0
SE,2020-02-05 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
CA,2020-02-05 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
TW,2020-02-05 00:00:00+00:00,0.0,0.08333333333333333,0.0,0.05,0.0,0.25
CZ,2020-02-05 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
AU,2020-02-05 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
RO,2020-02-05 00:00:00+00:00,0.14285714285714285,0.0,0.0,0.05,0.0,0.0
FR,2020-02-05 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
ES,2020-02-05 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
BE,2020-02-05 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
LU,2020-02-05 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
DK,2020-02-05 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
EE,2020-02-05 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
NL,2020-02-05 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
IE,2020-02-05 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
SK,2020-02-05 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
CH,2020-02-05 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
RU,2020-02-05 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
ZA,2020-02-05 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
BR,2020-02-05 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
DE,2020-02-06 00:00:00+00:00,0.0,0.08333333333333333,1.0,0.05,0.0,0.0
GB,2020-02-06 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
KR,2020-02-06 00:00:00+00:00,0.0,0.08333333333333333,0.0,0.05,0.0,0.0
SG,2020-02-06 00:00:00+00:00,0.14285714285714285,0.0,0.0,0.05,1.0,0.05361208440245591
JP,2020-02-06 00:00:00+00:00,0.0,0.0,0.0,0.05,1.0,0.0
SE,2020-02-06 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
CA,2020-02-06 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
TW,2020-02-06 00:00:00+00:00,0.0,0.08333333333333333,0.0,1.0,0.0,0.25
CZ,2020-02-06 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
AU,2020-02-06 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
RO,2020-02-06 00:00:00+00:00,0.14285714285714285,0.0,0.0,0.05,0.0,0.0
FR,2020-02-06 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
ES,2020-02-06 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
BE,2020-02-06 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
LU,2020-02-06 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
DK,2020-02-06 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
EE,2020-02-06 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
NL,2020-02-06 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
IE,2020-02-06 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
SK,2020-02-06 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
CH,2020-02-06 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
RU,2020-02-06 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
ZA,2020-02-06 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
BR,2020-02-06 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
DE,2020-02-07 00:00:00+00:00,0.0,0.08333333333333333,1.0,0.05,0.0,0.0
GB,2020-02-07 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
KR,2020-02-07 00:00:00+00:00,0.0,0.08333333333333333,0.0,0.05,0.0,0.0
SG,2020-02-07 00:00:00+00:00,0.14285714285714285,0.0,0.0,0.05,1.0,0.05361208440245591
JP,2020-02-07 00:00:00+00:00,0.0,0.0,0.0,0.05,1.0,0.0
SE,2020-02-07 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
CA,2020-02-07 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
TW,2020-02-07 00:00:00+00:00,0.0,0.08333333333333333,0.0,1.0,0.0,0.25
CZ,2020-02-07 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
AU,2020-02-07 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
RO,2020-02-07 00:00:00+00:00,0.14285714285714285,0.0,0.0,0.05,0.0,0.0
FR,2020-02-07 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
ES,2020-02-07 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
BE,2020-02-07 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
LU,2020-02-07 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
DK,2020-02-07 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
EE,2020-02-07 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
NL,2020-02-07 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
IE,2020-02-07 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
SK,2020-02-07 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
CH,2020-02-07 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
RU,2020-02-07 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
ZA,2020-02-07 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
BR,2020-02-07 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
DE,2020-02-08 00:00:00+00:00,0.0,0.08333333333333333,1.0,0.05,0.0,0.0
GB,2020-02-08 00:00:00+00:00,0.0,0.0,0.0,0.05,0.0,0.0
KR,2020-02-08 00:00:00+00:00,0.0,0.08333333333333333,0.0,0.05,0.0,0.0
