"CodeM49","Hospitalization","Critical","CaseFatalityRate"
729,0.028186198611429524,0.005636159659058398,0.0027270349806743635
732,0.03614524132389132,0.006066579699663503,0.0029380853464584067
740,0.04636477258392797,0.01091320009580079,0.005278509053345016
748,0.028195228433221507,0.005871046186573622,0.002841489030861154
752,0.0816682368131558,0.02775036991208276,0.013413045134945397
756,0.08285772081448309,0.027160332077857167,0.013124890182328094
760,0.03603713072029239,0.007486842511169723,0.0036230452011030206
762,0.030608327194499442,0.00561637241972387,0.0027177169283560867
764,0.06873707110624018,0.01881594808729023,0.009097362234125633
768,0.02614429471548619,0.004622108183651685,0.0022375728060934903
776,0.03736064410531993,0.008771294246761973,0.004241790211642716
780,0.06135078181996168,0.01608083821903821,0.007779935719486586
784,0.03520553152551969,0.004119338713196636,0.0020015333373776594
788,0.052670499038043196,0.012981026274053363,0.006278177783561496
792,0.05141270490933936,0.012999913329418265,0.006287671175447081
795,0.03820576347574697,0.0078013092727849415,0.0037738919353686095
800,0.020457241971098144,0.003344827233663454,0.0016184478253645528
804,0.07692456943845143,0.02344799119817256,0.01133314014786609
807,0.0699258407011683,0.019420388912248367,0.009394223857385593
818,0.03689119729364132,0.007975691525693468,0.0038601080211510107
826,0.07891001967062314,0.02612719911437121,0.012626299145549944
830,0.0796597530182504,0.025312782501912465,0.012231629999022194
834,0.02405286744131039,0.004267677369165307,0.0020654257626194893
840,0.07327083246255732,0.02289884734215736,0.011068734391057605
850,0.08255768365206897,0.0266835975216188,0.012906089079991957
854,0.022881899145196265,0.0039452967206865825,0.001909360758633167
858,0.06770655293291615,0.021705763528337148,0.01048672965376957
860,0.03915138184215283,0.007841848203059774,0.003794287393014694
862,0.048296455545715516,0.011783093900842328,0.005699078295381308
882,0.03551835592964064,0.0077380154931707065,0.0037433417670480317
887,0.02554679475951962,0.004636717171358864,0.0022448358356717876
894,0.021626480013333362,0.003607230518012554,0.0017455638111840564
900,0.051677963065209005,0.013351128758959522,0.006456605669490662
901,0.08127554955539414,0.026823769456994696,0.012961527128762196
902,0.04589911387991994,0.010720631885596195,0.005186537243886227
903,0.027945751575140402,0.005439655083159886,0.0026324102056228984
904,0.051006396674235344,0.013087899276616131,0.006329173557231731
905,0.07386009721634888,0.02311816746811511,0.0111747346923999
906,0.06816546878994563,0.018315087655982516,0.00885755889051807
908,0.08179723750611838,0.026788709478069647,0.012943857470194607
909,0.06077381861379059,0.01795927905467218,0.008681903005845495
910,0.02489011730113537,0.0046240261988838415,0.0022376463181159358
911,0.023717012224023348,0.004384905565755195,0.002121620977740905
912,0.03872350525301071,0.008606114136899424,0.004164125574840833
913,0.03843597924420291,0.00801221367445525,0.0038787757790330946
914,0.024856365856917455,0.004442722160978172,0.0021503357496357794
915,0.05568829843738822,0.01529024092811938,0.0073924401522416396
916,0.044692366339510556,0.01087232818938029,0.0052578712983577585
917,0.08179723750611838,0.026788709478069647,0.012943857470194607
918,0.07386009721634888,0.02311816746811511,0.0111747346923999
920,0.04708569375805584,0.01079460771176113,0.005221980991189652
921,0.04155002403719905,0.009151136951011402,0.00442833705280022
922,0.04085531637194469,0.008965194221547556,0.004337593665845966
923,0.07606954198413102,0.02321953294623816,0.011222697688680998
924,0.07947172011522431,0.026298513753388104,0.012709878021692402
925,0.08882886442588407,0.030415826532484664,0.01469266790803599
926,0.08615664674638482,0.029571337195898776,0.014284641732637956
927,0.07180217388536961,0.022599222940887304,0.010923337661747462
928,0.03247184632908957,0.006141863403725077,0.0029731236079507395
931,0.053166832180420044,0.013789447862473566,0.006668561231154148
934,0.04924818937183335,0.011704811978612837,0.005662560718769898
935,0.05192915051789694,0.012690158172003531,0.006138703013513618
941,0.028593575175326822,0.005635118963264617,0.0027268009110429656
947,0.025520754566295056,0.00472720108175549,0.0022877739020133042
948,0.04030298978428787,0.009044583467743075,0.004375882130491965
954,0.04404773312298357,0.01010465248384576,0.0048887231271189085
957,0.04553628370611513,0.010740130792450179,0.005195154158220943
1500,0.026523153830464812,0.005163127693090012,0.0024984261036253563
1501,0.040222880269799414,0.008831169552780486,0.004273147408768585
1502,0.05953354183732419,0.015151189911026656,0.0073284035769553965
1503,0.07869737421632983,0.025675985051543327,0.012407391356620476
1517,0.049134022238039664,0.011747620574283168,0.005683032894506718
1518,0.058556704992036884,0.016458165407084197,0.007955005816070837
1636,0.029122937913600495,0.005873982349684839,0.002842011477707541
1637,0.05074111169281111,0.013034017191399568,0.006302974347751178
1802,0.1229047619047619,0.062122238095238105,0.029921904761904764
1803,0.1229047619047619,0.062122238095238105,0.029921904761904764
1828,0.1229047619047619,0.062122238095238105,0.029921904761904764
1829,0.07917497579987702,0.025576040758296573,0.012359377072408272
1830,0.051006396674235344,0.013087899276616131,0.006329173557231731
1832,0.06215946070999831,0.016172367288153897,0.00782171717941766
1833,0.03985711926029556,0.008797058920927806,0.004256369139964331
1835,0.03370912935290164,0.006572391674284611,0.003181197690619589
1840,0.1229047619047619,0.062122238095238105,0.029921904761904764
5500,0.04025885606687404,0.008543940872928405,0.004132923768094255
5501,0.04159949092224624,0.009174399686213908,0.0044396548482627885
